datazone,AreaName,12_14,13_15,14_16,15_17,16_18,17_19
S01006589,City Centre East - 03,24,31.43,43.75,39.29,34.62,18.18
S01010261,City Centre East - 03,11.43,12.5,7.41,4.17,4.76,0
S01006590,City Centre East - 04,8,12,19.05,9.52,5,7.69
S01010262,City Centre East - 04,16.67,29.41,16.67,23.53,23.08,25
S01010263,City Centre East - 05,0,0,0,7.69,6.67,16.67
S01010264,City Centre East - 06,9.09,10,10,12.5,0,0
S01010265,City Centre East - 07,0,0,0,0,0,0
S01010272,City Centre South - 01,20.83,4.35,7.69,3.12,8.33,14.63
S01010273,City Centre South - 02,8.33,10,0,0,0,0
S01010274,City Centre South - 03,0,0,0,0,0,0
S01010275,City Centre South - 04,0,0,7.69,14.29,20,18.18
S01006582,City Centre West - 01,13.95,15.79,13.16,8.33,8.82,14.29
S01010266,City Centre West - 01,0,0,5.88,6.25,5.26,0
S01006583,City Centre West - 02,3.85,4,0,0,0,0
S01010267,City Centre West - 02,0,0,0,0,0,0
S01006584,City Centre West - 03,0,0,0,0,0,5.56
S01010268,City Centre West - 03,7.14,16,15.38,13.64,0,0
S01006585,City Centre West - 04,11.43,8.11,17.14,19.44,25.71,17.24
S01010269,City Centre West - 04,12.5,6.67,6.67,6.67,5.26,5.88
S01006586,City Centre West - 05,6.25,8.33,0,0,10.53,21.43
S01010270,City Centre West - 05,5.26,13.04,14.29,10.34,3.23,0
S01010271,City Centre West - 06,7.14,20,18.75,12.5,5.88,0
S01007448,"Clackmannan, Kennet and Forestmill - 01",14.29,20,27.27,40,18.18,7.69
S01007449,"Clackmannan, Kennet and Forestmill - 02",35.29,28,19.57,14.63,15.62,22.22
S01007450,"Clackmannan, Kennet and Forestmill - 03",40,31.25,25,13.79,16.67,25
S01007451,"Clackmannan, Kennet and Forestmill - 04",10.53,0,0,13.33,23.53,26.67
S01007452,"Clackmannan, Kennet and Forestmill - 05",25,21.05,12.5,3.45,2.63,2.04
S01007453,"Clackmannan, Kennet and Forestmill - 06",5.66,3.77,5.36,5.77,4.65,2.63
S01008371,Clarkston and Sheddens - 01,7.14,7.69,0,0,0,0
S01008372,Clarkston and Sheddens - 02,11.11,13.64,10.53,0,0,0
S01008373,Clarkston and Sheddens - 03,0,0,0,0,0,0
S01008374,Clarkston and Sheddens - 04,0,0,0,0,0,4.55
S01008375,Clarkston and Sheddens - 05,8.33,5.88,0,5.88,0,0
S01008376,Clarkston and Sheddens - 06,20,8.33,10,0,0,0
S01008377,Clarkston and Sheddens - 07,10,13.64,11.76,5,0,0
S01008378,Clarkston and Sheddens - 08,0,0,0,0,0,0
S01007002,Clashindarroch - 01,18.18,12.5,15,9.52,10.53,7.14
S01007003,Clashindarroch - 02,7.69,6.25,0,9.09,16.67,14.29
S01007004,Clashindarroch - 03,0,5.26,10,10.53,4.55,0
S01007005,Clashindarroch - 04,7.69,7.14,13.33,11.76,5.26,4.17
S01007006,Clashindarroch - 05,17.39,28.57,21.74,17.24,12.9,8
S01007007,Clashindarroch - 06,5,20,26.32,22.22,12.5,5.26
S01009733,Clayton and Clatto,0,7.69,8.33,10,0,0
S01011447,Cleland - 01,11.76,20,17.24,26.92,14.81,13.04
S01011448,Cleland - 02,3.57,3.85,8,6.9,8.82,6.25
S01011449,Cleland - 03,38.1,30.77,20,15.38,33.33,20
S01011450,Cleland - 04,14.29,7.69,0,0,10,5.88
S01011451,Cleland - 05,15,10,7.94,4.4,3.03,0.67
S01008948,Clermiston and Drumbrae - 01,4.17,9.09,8.33,5.26,0,0
S01008949,Clermiston and Drumbrae - 02,17.39,15,15,12.5,8.33,7.41
S01008950,Clermiston and Drumbrae - 03,9.09,5.88,3.33,10.34,10.81,19.44
S01008951,Clermiston and Drumbrae - 04,22.22,15.15,12.9,23.53,30.3,27.27
S01008952,Clermiston and Drumbrae - 05,31.11,25,26.32,26.19,23.81,12.82
S01008953,Clermiston and Drumbrae - 06,20,17.14,15.62,10,6.9,14.29
S01008954,Clermiston and Drumbrae - 07,35.71,30,14.81,17.86,14.81,4.35
S01011598,Cliftonville - 01,46.67,34.38,33.33,38.89,36.67,51.43
S01011599,Cliftonville - 02,16.67,17.86,15.38,8.7,9.09,5
S01011600,Cliftonville - 03,11.11,20.59,21.21,28,20,14.29
S01011601,Cliftonville - 04,13.64,4.35,3.7,4.55,10.53,13.33
S01012273,Clovenfords and Area,4.55,0,0,4.35,4.35,4.76
S01008449,Clovenstone and Wester Hailes - 01,24,21.62,16.67,20.59,25.64,25.71
S01008450,Clovenstone and Wester Hailes - 02,35.29,40.54,25.71,21.21,12,12.5
S01008451,Clovenstone and Wester Hailes - 03,46.94,43.48,50,48.48,48.39,30.77
S01008452,Clovenstone and Wester Hailes - 04,34.09,35.9,34.38,36.84,32.35,42.31
S01008453,Clovenstone and Wester Hailes - 05,9.38,25,26.67,21.05,10.81,10.64
S01012570,Clydesdale South - 01,0,10,12.5,11.11,0,0
S01012571,Clydesdale South - 02,8.33,8.7,20.83,21.05,20,10
S01012572,Clydesdale South - 03,14.29,0,0,28.57,22.22,15.38
S01012573,Clydesdale South - 04,13.64,15.79,25,0,0,0
S01011460,Clydesdale and New Stevenston - 01,20,18.18,15,16.67,10.34,6.45
S01011461,Clydesdale and New Stevenston - 02,25,31.25,42.86,42.11,32,25.93
S01011462,Clydesdale and New Stevenston - 03,4.76,5,20.83,28.57,30.43,14.29
S01011463,Clydesdale and New Stevenston - 04,10.71,9.09,4.35,1.75,2.94,5.26
S01009612,Coaltown of Balgonie East,17.65,17.65,17.65,14.29,6.25,7.69
S01009613,Coaltown of Balgonie West,16.67,16.67,16.67,20,0,0
S01011580,Coatbridge West - 01,17.65,20,22.58,17.14,17.14,21.21
S01011581,Coatbridge West - 02,33.33,41.38,38.71,32.26,35.48,41.67
S01011582,Coatbridge West - 03,10,11.76,15.15,17.65,13.33,7.41
S01011583,Coatbridge West - 04,25,16.22,16.67,16.13,32.14,23.33
S01011584,Coatbridge West - 05,28.57,31.58,41.18,30,30,15.79
S01011648,Coatdyke and Whinhall - 01,15.38,9.8,12.73,10.45,14.49,10.34
S01011649,Coatdyke and Whinhall - 02,17.39,22.73,15.79,19.05,10.71,9.09
S01011650,Coatdyke and Whinhall - 03,13.33,7.69,22.22,16.67,21.05,9.09
S01011651,Coatdyke and Whinhall - 04,5.26,2.94,0,0,8.7,10.53
S01011652,Coatdyke and Whinhall - 05,0,0,8.33,6.67,9.09,0
S01011653,Coatdyke and Whinhall - 06,30.56,31.03,31.03,22.73,27.78,29.17
S01011654,Coatdyke and Whinhall - 07,26.83,21.62,27.27,26.47,34.38,33.33
S01012313,Cockburnspath and Area,4.35,14.29,13.33,12.5,0,0
S01012311,Coldingham,40,18.18,0,0,0,0
S01012327,Coldstream - East,29.41,26.32,28.57,29.41,20,0
S01012326,Coldstream - South,35.71,35.71,15.38,20,21.43,40
S01012325,Coldstream - West,0,12.5,12.5,25,35.71,46.15
S01009700,Colinsburgh Kilconquhar and Balcormo,8.33,11.76,7.69,7.14,0,13.33
S01008524,Colinton Mains and Firrhill - 01,26.83,39.47,40,33.33,20.51,13.95
S01008525,Colinton Mains and Firrhill - 02,17.39,25,31.03,31.25,24.14,20
S01008526,Colinton Mains and Firrhill - 03,20,17.24,22.58,18.92,18.75,16.28
S01008527,Colinton Mains and Firrhill - 04,18.18,13.33,5.88,3.03,10.53,10.34
S01008528,Colinton Mains and Firrhill - 05,28,25,21.74,7.41,7.69,9.09
S01008444,Colinton and Kingsknowe - 01,8.33,4,4.55,0,0,0
S01008445,Colinton and Kingsknowe - 02,8.82,8.82,9.52,10.53,6.06,6.45
S01008446,Colinton and Kingsknowe - 03,4.76,4.17,3.45,0,0,0
S01008447,Colinton and Kingsknowe - 04,13.33,11.76,0,0,0,0
S01008448,Colinton and Kingsknowe - 05,18.18,18.75,20,11.76,10,0
S01009674,Collessie and Pitmedden Landward,12.5,11.11,3.45,3.23,4,5.88
S01007627,Collin - 01,0,4.76,5.17,4.17,2.47,2.47
S01007628,Collin - 02,12.5,11.76,11.11,7.14,7.14,7.69
S01007629,Collin - 03,19.05,23.53,14.29,22.22,22.73,31.58
S01007630,Collin - 04,11.76,10.53,16.67,11.11,6.25,0
S01009598,Collydean North,26.67,28.57,34.62,40,29.63,23.81
S01009597,Collydean South,31.71,36.96,47.5,40,34.88,22.5
S01009596,Collydean West,37.93,36.36,34.29,28.12,33.33,28.57
S01011408,Coltness - 01,25,22.73,29.17,21.74,20,11.54
S01011409,Coltness - 02,40,45.71,48.48,48.65,38.3,33.33
S01011410,Coltness - 03,11.54,11.54,8,7.14,15,10.53
S01011411,Coltness - 04,25,15.79,9.52,13.33,14.29,15.38
S01011412,Coltness - 05,0,0,0,0,0,0
S01008864,Comely Bank - 01,4.76,5.41,3.03,0,0,0
S01008865,Comely Bank - 02,0,0,0,0,0,0
S01008866,Comely Bank - 03,4.17,0,0,0,0,0
S01008867,Comely Bank - 04,5.71,7.41,0,3.03,3.33,3.23
S01008533,Comiston and Swanston - 01,20.31,19.61,19.05,15.91,17.95,14.71
S01008534,Comiston and Swanston - 02,12.82,11.43,3.33,9.38,10,12
S01008535,Comiston and Swanston - 03,0,0,0,0,0,0
S01008536,Comiston and Swanston - 04,6.25,8.33,9.09,11.11,13.33,12.5
S01008537,Comiston and Swanston - 05,0,0,12.5,12.5,10.53,5.88
S01008538,Comiston and Swanston - 06,0,0,0,0,0,0
S01008539,Comiston and Swanston - 07,5.56,0,0,0,0,0
S01008540,Comiston and Swanston - 08,0,4.35,6.25,5.56,2.86,0
S01009270,Comrie East,9.09,13.64,5,15,16.67,29.63
S01009271,Comrie West,0,0,0,10.53,10.53,10.53
S01011857,"Comrie, Gilmerton and St Fillans - 01",0,8.33,21.43,15.79,20,14.29
S01011858,"Comrie, Gilmerton and St Fillans - 02",0,0,0,0,0,0
S01011859,"Comrie, Gilmerton and St Fillans - 03",0,7.69,9.09,9.09,0,0
S01011860,"Comrie, Gilmerton and St Fillans - 04",0,0,0,33.33,45.45,35.71
S01011861,"Comrie, Gilmerton and St Fillans - 05",13.33,21.43,16.67,20,7.14,6.67
S01011728,Condorrat - 01,15.15,10,7.69,11.54,11.11,14.29
S01011729,Condorrat - 02,23.81,21.74,16.67,11.11,13.79,11.11
S01011730,Condorrat - 03,0,0,6.67,6.25,6.25,5.88
S01011731,Condorrat - 04,13.64,12.5,17.39,8,12.5,10.53
S01011732,Condorrat - 05,8.33,12.5,12.5,0,12.5,11.11
S01011733,Condorrat - 06,4.76,19.23,19.05,21.05,0,12.5
S01010707,Conon - 01,45,36.84,21.43,16.67,16.67,15.38
S01010708,Conon - 02,11.11,20,36.36,25,20,0
S01010709,Conon - 03,12,7.69,4.35,0,0,11.76
S01010710,Conon - 04,31.03,29.63,15.62,22.22,20,30.43
S01010711,Conon - 05,4.55,5.88,5,5.56,0,11.76
S01013076,Cornton - 01,4.35,4.76,6.25,0,0,0
S01013077,Cornton - 02,36.36,26.09,22.22,17.39,24,28
S01013078,Cornton - 03,34.78,40,18.18,16.67,12,25
S01013079,Cornton - 04,27.14,20.59,14.06,12.5,15.25,13.46
S01008970,Corstorphine - 01,0,0,3.45,3.7,2.86,0
S01008971,Corstorphine - 02,3.7,4.55,0,0,0,0
S01008972,Corstorphine - 03,0,0,4.35,5,4.17,0
S01008973,Corstorphine - 04,4.35,4.55,5.26,4.76,5.88,0
S01008974,Corstorphine - 05,14.29,12,8.7,11.11,5.88,14.29
S01008975,Corstorphine - 06,0,0,0,6.67,5.88,5.56
S01008976,Corstorphine - 07,0,0,0,0,0,0
S01008967,Corstorphine North - 01,5,0,0,0,0,0
S01008968,Corstorphine North - 02,2.38,3.77,3.23,5.26,2.63,4.29
S01008969,Corstorphine North - 03,6.67,8.33,3.45,3.57,5.88,13.04
S01008981,Corstorphine South - 01,23.08,7.14,6.25,0,0,0
S01008982,Corstorphine South - 02,21.05,13.64,13.51,5.88,4,0
S01008983,Corstorphine South - 03,28.89,23.4,16.67,14.29,16,14.29
S01008984,Corstorphine South - 04,21.43,5.26,13.64,25,26.09,20
S01008985,Corstorphine South - 05,17.39,28.57,21.74,15.38,13.16,14.29
S01008986,Corstorphine South - 06,5.26,5.56,0,5,4.76,5.26
S01009602,Coul,4.55,6.67,8.33,11.11,22.22,8.33
S01011969,Coupar Angus and Meigle - 01,20,18.52,30,28,26.67,23.08
S01011970,Coupar Angus and Meigle - 02,40,41.03,40,33.33,22.22,29.63
S01011971,Coupar Angus and Meigle - 03,0,0,5.88,5,5.26,0
S01011972,Coupar Angus and Meigle - 04,15.15,7.41,4.35,25,21.43,24.14
S01011973,Coupar Angus and Meigle - 05,0,0,0,0,0,0
S01011974,Coupar Angus and Meigle - 06,10.71,12,9.52,14.29,16.67,21.43
S01006619,Cove North - 01,10.87,14.29,17.07,17.5,5.71,13.33
S01006620,Cove North - 02,3.85,9.09,7.14,12.9,10.71,13.79
S01006621,Cove North - 03,13.04,23.81,20.83,21.05,19.05,12.5
S01006622,Cove North - 04,11.54,8.33,11.54,14.29,17.65,20
S01006623,Cove North - 05,20.45,27.78,30,25.93,20.83,18.18
S01006613,Cove South - 01,9.52,6.25,7.69,0,0,7.14
S01006614,Cove South - 02,0,0,3.33,3.33,4,4.76
S01006615,Cove South - 03,2.38,2.38,8.57,8.33,17.39,10
S01006616,Cove South - 04,8.11,8.57,3.57,4,4.55,0
S01006617,Cove South - 05,26.32,25,21.43,28.57,18.75,16.67
S01006618,Cove South - 06,12.5,22.22,25,33.33,14.29,14.29
S01007355,Cowal North - 01,0,0,4.55,4.76,7.69,9.09
S01007356,Cowal North - 02,100,33.33,25,0,0,33.33
S01007357,Cowal North - 03,0,0,0,0,0,10
S01007358,Cowal North - 04,16.67,6.67,0,0,0,15
S01007351,Cowal South - 01,13.33,13.33,12.5,15.38,16.67,28.57
S01007352,Cowal South - 02,0,9.09,18.18,25,25,12.5
S01007353,Cowal South - 03,20,9.09,0,0,10,9.09
S01007354,Cowal South - 04,23.08,20,14.29,14.29,12.5,0
S01009491,Cowdenbeath Central,12.5,14.29,14.29,23.53,50,50
S01009414,Cowdenbeath Foulford,30,20,25,26.67,17.65,11.11
S01009416,Cowdenbeath Glenfield,10,11.11,0,0,0,14.29
S01009415,Cowdenbeath North,35,26.09,20,22.22,18.18,23.53
S01009418,Cowdenbeath North East,32.43,35.71,28.95,25.53,17.02,24.32
S01009413,Cowdenbeath North West,14.29,23.08,28.57,30.77,26.92,15
S01009490,Cowdenbeath South,40.43,38.46,52.17,35.48,33.33,26.09
S01009489,Cowdenbeath South East,41.38,33.33,25.93,13.79,14.29,20
S01009492,Cowdenbeath South West,32.14,35.71,34.78,28.57,17.65,12.5
S01013029,Cowie - 01,24,26.92,23.08,18.52,17.24,19.05
S01013030,Cowie - 02,22.73,9.09,12,13.64,28.57,26.09
S01013031,Cowie - 03,21.74,25,17.65,12.12,13.33,26.67
S01013032,Cowie - 04,5.71,7.14,6.67,6.82,8.57,9.68
S01010219,Cowlairs and Port Dundas - 01,16.67,20,16.67,0,0,0
S01010220,Cowlairs and Port Dundas - 02,0,0,0,0,11.11,22.22
S01010221,Cowlairs and Port Dundas - 03,31.25,33.33,15.38,15.38,15.38,20
S01010222,Cowlairs and Port Dundas - 04,27.78,15,10,9.52,13.04,21.74
S01010223,Cowlairs and Port Dundas - 05,28.57,30,27.27,31.82,26.32,15.79
S01010224,Cowlairs and Port Dundas - 06,21.43,25.45,26.92,32.56,28.95,20
S01012446,Coylton - 01,13.33,17.65,11.76,23.81,19.05,27.78
S01012447,Coylton - 02,13.04,14.29,22.73,17.39,13.64,5.26
S01012448,Coylton - 03,10,9.09,5.56,0,0,0
S01012449,Coylton - 04,5,14.81,18.18,15.79,5.56,5.26
S01012450,Coylton - 05,0,6.67,6.25,5.26,0,0
S01010165,Craigend and Ruchazie - 01,25,26.67,13.79,13.33,12.12,20
S01010166,Craigend and Ruchazie - 02,19.35,12.9,15.15,10,6.82,4
S01010167,Craigend and Ruchazie - 03,6.25,10,4.55,6.25,3.85,13.79
S01010168,Craigend and Ruchazie - 04,20,26.32,22.22,18.52,26.09,21.74
S01010169,Craigend and Ruchazie - 05,9.3,10.42,20.93,29.73,39.29,36.67
S01010170,Craigend and Ruchazie - 06,30.77,30.43,13.04,10.53,14.29,14.29
S01010171,Craigend and Ruchazie - 07,21.05,23.53,29.27,24.39,17.31,13.33
S01008747,Craigentinny - 01,10,0,0,0,0,0
S01008748,Craigentinny - 02,0,0,0,0,0,0
S01008749,Craigentinny - 03,5.26,0,3.85,3.7,6.9,2.94
S01008750,Craigentinny - 04,7.14,7.14,0,0,0,0
S01012493,Craigie - 01,20,15.38,6.67,9.09,8.33,10
S01012494,Craigie - 02,4.55,20.69,29.03,29.73,22.58,16.13
S01012495,Craigie - 03,38.71,30.56,34.29,16.67,28.12,28.57
S01007737,Craigie and  Craigiebank - 01,4.44,11.54,13.64,14.63,10.26,5.88
S01007738,Craigie and  Craigiebank - 02,23.08,19.23,13.04,5.88,10,13.04
S01007739,Craigie and  Craigiebank - 03,11.11,20,28.57,25,20,12.5
S01007740,Craigie and  Craigiebank - 04,12.5,13.33,18.75,16.67,14.29,18.75
S01007741,Craigie and  Craigiebank - 05,21.05,18.75,15.38,16.67,30.77,33.33
S01007742,Craigie and  Craigiebank - 06,20,0,0,17.65,26.67,28.57
S01008886,"Craigleith, Orchard Brae and Crewe Toll - 01",0,0,0,0,0,0
S01008887,"Craigleith, Orchard Brae and Crewe Toll - 02",0,0,0,0,0,0
S01008888,"Craigleith, Orchard Brae and Crewe Toll - 03",6.06,6.9,3.57,0,0,0
S01008889,"Craigleith, Orchard Brae and Crewe Toll - 04",7.69,4.76,0,0,0,0
S01008890,"Craigleith, Orchard Brae and Crewe Toll - 05",6.67,0,7.14,8.33,11.11,0
S01008891,"Craigleith, Orchard Brae and Crewe Toll - 06",0,0,0,0,0,0
S01008508,Craiglockhart - 01,0,0,0,0,0,0
S01008509,Craiglockhart - 02,0,0,0,0,0,0
S01008510,Craiglockhart - 03,0,0,4.17,3.85,6.25,0
S01008511,Craiglockhart - 04,10,5.56,4.55,0,0,0
S01008512,Craiglockhart - 05,20,0,0,0,0,0
S01008513,Craiglockhart - 06,0,0,0,0,0,0
S01008701,Craigmillar - 01,32.65,25.53,19.23,18.75,14.29,15.69
S01008702,Craigmillar - 02,9.52,7.32,6.82,5.71,9.38,6.45
S01008703,Craigmillar - 03,33.33,32.14,35.09,31.15,27.69,22.22
S01008704,Craigmillar - 04,17.24,13.16,15.91,19.12,13.04,12.15
S01008705,Craigmillar - 05,17.86,9.09,11.11,7.14,15.38,15.38
S01009503,Craigmount and Greenloanings,12.5,6.67,0,6.67,10.53,17.24
S01011625,Craigneuk Airdrie - 01,31.58,42.86,38.89,33.33,37.5,50
S01011626,Craigneuk Airdrie - 02,7.41,10.34,8.7,5.56,0,0
S01011627,Craigneuk Airdrie - 03,0,11.76,11.11,13.33,0,0
S01011628,Craigneuk Airdrie - 04,9.09,4.76,14.81,8.33,13.04,5
S01011629,Craigneuk Airdrie - 05,20.69,28.57,36.36,41.18,28.57,10
S01011382,Craigneuk Wishaw - 01,14.81,15.62,14.29,11.11,12,10.87
S01011383,Craigneuk Wishaw - 02,37.5,40.91,52.94,47.83,44.44,44.44
S01011384,Craigneuk Wishaw - 03,50,53.12,44.44,42.86,56.25,52.94
S01011385,Craigneuk Wishaw - 04,22.92,17.07,23.68,27.78,30.61,25
S01011386,Craigneuk Wishaw - 05,51.72,50,37.5,34.48,41.18,61.11
S01011387,Craigneuk Wishaw - 06,25,27.27,29.41,34.48,40,43.48
S01009696,Craigrothie and Ceres West,0,0,5.88,7.14,6.67,0
S01013303,Craigshill - 01,42.86,40,30.77,29.41,21.74,14.81
S01013304,Craigshill - 02,28,36.36,30,32.5,21.95,20.51
S01013305,Craigshill - 03,37.5,31.58,31.25,21.21,22.86,23.53
S01013306,Craigshill - 04,39.66,45.1,50,43.59,42.5,34.09
S01013307,Craigshill - 05,32.26,35.71,28.12,31.11,33.33,37.25
S01013308,Craigshill - 06,46.88,44.44,38.46,41.67,34.38,33.33
S01009848,Craigton - 01,26.09,37.04,24.14,25.81,18.75,20.59
S01009849,Craigton - 02,29.63,30,32.14,22.58,17.24,17.86
S01009850,Craigton - 03,20.83,14.29,11.76,5.88,15.79,10
S01009851,Craigton - 04,22.73,13.64,21.88,14.29,21.43,22.22
S01009714,Crail North,20,21.05,22.22,14.29,9.09,15.38
S01009713,Crail South and Fife Ness,29.41,31.25,26.67,11.11,15,15.79
S01008941,Cramond - 01,4.35,4.17,4.17,0,0,0
S01008942,Cramond - 02,16.67,13.64,10.71,7.41,4.17,0
S01008943,Cramond - 03,0,11.11,9.52,9.09,0,0
S01010156,"Cranhill, Lightburn and Queenslie South - 01",36.36,33.33,30,20,10,23.08
S01010157,"Cranhill, Lightburn and Queenslie South - 02",16.67,8.33,13.04,16.67,23.81,29.41
S01010158,"Cranhill, Lightburn and Queenslie South - 03",13.04,18.75,15.79,13.64,7.41,13.64
S01010159,"Cranhill, Lightburn and Queenslie South - 04",0,5.56,15.79,17.39,18.18,15
S01010160,"Cranhill, Lightburn and Queenslie South - 05",17.86,24.32,26.32,26.47,31.43,39.47
S01010161,"Cranhill, Lightburn and Queenslie South - 06",25.93,28,20,22.73,13.33,22.22
S01010162,"Cranhill, Lightburn and Queenslie South - 07",35.9,36.36,35.56,36.17,30.23,32.56
S01010163,"Cranhill, Lightburn and Queenslie South - 08",16.67,19.05,26.09,31.82,27.78,23.81
S01010164,"Cranhill, Lightburn and Queenslie South - 09",23.53,32.14,34.78,28,23.33,19.35
S01012302,Cranshaws - Abbey St Bathans Area,7.69,0,14.29,13.33,15.79,15.79
S01006869,Crathes and Torphins - 01,16.67,16.67,23.53,11.11,6.67,5.88
S01006870,Crathes and Torphins - 02,37.5,25,13.33,6.25,0,0
S01006871,Crathes and Torphins - 03,5.56,0,4.35,5,4.76,0
S01006872,Crathes and Torphins - 04,0,0,0,0,0,0
S01006873,Crathes and Torphins - 05,7.14,7.14,0,0,0,4.35
S01006874,Crathes and Torphins - 06,9.09,10,0,0,0,0
S01011862,Crieff North - 01,0,0,0,0,11.11,11.11
S01011863,Crieff North - 02,21.43,20,25,21.43,10,10
S01011864,Crieff North - 03,15.79,11.11,12.5,10,22.22,10
S01011865,Crieff North - 04,10,22.22,25,14.29,0,25
S01011866,Crieff South - 01,25,33.33,23.08,22.73,11.76,7.69
S01011867,Crieff South - 02,15.62,14.29,18.42,20,21.88,21.21
S01011868,Crieff South - 03,34.62,33.33,32.35,32.56,37.5,34.48
S01011869,Crieff South - 04,16.67,19.05,20,27.59,29.17,26.32
S01011870,Crieff South - 05,0,0,18.75,35,38.1,36.36
S01006875,Cromar and Kildrummy - 01,20,18.18,14.29,15.38,0,11.11
S01006876,Cromar and Kildrummy - 02,9.09,4.76,9.09,11.54,16.67,15.38
S01006877,Cromar and Kildrummy - 03,4.76,0,0,0,8.33,13.64
S01006878,Cromar and Kildrummy - 04,13.33,18.75,25,30,50,20
S01006879,Cromar and Kildrummy - 05,14.29,22.22,12.5,17.65,11.76,20
S01009283,Crombie,3.57,6.67,7.69,3.7,0,3.85
S01008328,Crookfur and Fruin - 01,10.17,8.55,6.43,4,2.87,1.66
S01008329,Crookfur and Fruin - 02,16.67,13.79,9.68,6.45,3.33,3.13
S01008330,Crookfur and Fruin - 03,0,0,0,3.85,4.55,9.52
S01008331,Crookfur and Fruin - 04,9.09,4,5.26,0,0,0
S01008332,Crookfur and Fruin - 05,11.76,13.33,8.33,0,0,0
S01008333,Crookfur and Fruin - 06,4,5,5.56,0,0,0
S01008334,Crookfur and Fruin - 07,7.14,5.26,4.55,0,0,0
S01009788,Crookston North - 01,21.05,17.65,13.33,6.25,13.64,14.29
S01009789,Crookston North - 02,31.58,33.33,35.29,35.29,31.25,16.67
S01009790,Crookston North - 03,5.56,10,16.67,19.23,12,10
S01009791,Crookston North - 04,34.62,35.14,29.73,25,17.24,16.67
S01009784,Crookston South - 01,39.13,33.33,38.1,31.25,40,27.78
S01009785,Crookston South - 02,50,50,41.38,20,14.29,23.53
S01009786,Crookston South - 03,38.24,37.5,30,26.47,22.86,21.43
S01009787,Crookston South - 04,29.17,27.78,35.71,30.77,25,22.73
S01008303,Cross Stobbs - 01,14.29,8.33,9.09,0,7.14,6.67
S01008304,Cross Stobbs - 02,25,20,0,0,0,0
S01008305,Cross Stobbs - 03,12.5,5.88,5.56,0,0,0
S01008306,Cross Stobbs - 04,22.22,18.18,0,0,0,0
S01008307,Cross Stobbs - 05,22.22,18.18,12.5,11.11,12.5,0
S01008308,Cross Stobbs - 06,7.69,16.67,10,0,0,0
S01009289,Crossford East and Berrylaw,36.36,15.38,18.18,11.76,15.38,10
S01009291,Crossford South,4.55,9.52,3.85,8.7,4.76,5
S01009290,Crossford West,0,0,0,0,0,0
S01012615,"Crossford, Braidwood and Yieldshields - 01",7.14,7.14,0,0,0,0
S01012616,"Crossford, Braidwood and Yieldshields - 02",8.33,0,11.54,17.39,16,5.56
S01012617,"Crossford, Braidwood and Yieldshields - 03",0,0,0,33.33,50,18.18
S01012618,"Crossford, Braidwood and Yieldshields - 04",29.17,17.39,26.92,23.53,23.53,20
S01009406,Crossgates North,33.33,32.14,20,23.81,17.39,11.54
S01009407,Crossgates North East,25,9.09,22.22,14.29,10.53,5
S01009408,Crossgates North Knowe,13.51,17.14,14.29,11.11,6.9,6.9
S01009405,Crossgates South Knowe and Annfield,0,0,0,0,0,0
S01009430,Crosshill and Lochore South,26.09,35,36.84,38.1,33.33,25
S01012963,Crosshouse and Lindsayfield - 01,4.35,0,9.52,20,25,11.11
S01012964,Crosshouse and Lindsayfield - 02,11.11,22.22,17.65,10,0,5.56
S01012965,Crosshouse and Lindsayfield - 03,11.76,15,16.67,17.86,13.79,11.54
S01012966,Crosshouse and Lindsayfield - 04,14.81,0,3.77,5.17,6.35,5.08
S01012967,Crosshouse and Lindsayfield - 05,13.33,14.29,30,8.33,33.33,27.78
S01012968,Crosshouse and Lindsayfield - 06,17.95,16.13,15,22.22,22.22,14.29
S01012969,Crosshouse and Lindsayfield - 07,19.05,29.63,23.08,15.38,21.43,24.14
S01008025,"Crosshouse, Gatehead and Kilmaurs Rural - 01",22.22,25,0,0,0,0
S01008026,"Crosshouse, Gatehead and Kilmaurs Rural - 02",25,15.79,9.52,16.67,25,30.43
S01008027,"Crosshouse, Gatehead and Kilmaurs Rural - 03",31.58,23.81,13.64,11.11,26.67,33.33
S01008028,"Crosshouse, Gatehead and Kilmaurs Rural - 04",8,11.11,5,6.25,0,8.33
S01008029,"Crosshouse, Gatehead and Kilmaurs Rural - 05",13.33,15.62,12.2,3.92,1.41,0
S01007065,Cruden - 01,9.52,15.79,11.76,7.14,7.69,13.33
S01007066,Cruden - 02,12.5,18.75,8.33,7.69,7.69,7.69
